Lake,Code,Region,Date.Survey,Month.Sampled,Date.Rep.Survey,Latitude,Longitude,East_NZMG,North_NZMG,PRIMARY FENZ class ,GEOMORPHIC Class,MaxDepth,LakeArea,LakeVolume,lkElev,FENZ SumPress1A,FENZ SumPress1B,RegionalRa,Regional rank,National Rank,NationalCu,Natural_cover,Urban,Pasture,Landuse_Pressure,Impervious,InvasivePlants,InvasiveFish,DamEffectUpstream,DamEffectDownstream,DecTemp,DecSolrad,Fetch,SumWind,catBeech,catGlacial,catHard,catPeat,catPhos,catSlope,catAnnTemp,DirectDistCoast,ResidenceTime,MeanWind,Catch.flow,catJuneSolRad,catCalc,catPsize,catAlluv,Alpine.Grass,Indi.Hard,Built.up,Decid.Hard,Dep.Grass,Dune.Shrub,Estu.Wat,Exot.For,Fernland,Flaxland,For.Harv,Gorse,Gravel,Herb.FW.Veg,Herb.Sal.Veg,High.Prod.Exotic.Grass,Indi.For,Landslide,Low.Prod.Grass,Manuka,Matagouri,Mixed.Exo.Shrub,Orchard,Peat.Shrub,Per.Snow,River,Sand,Short.rot.Crop,Sub.Alp.Shrub,Mine,Tussock,Trans.Infra,Parkland,Max.Depth,Sampling.Depth ,Secchi.Disk,Thermocline,Altitude,Zooplankton.Net.Depth,Zooplankton.filtered,Phytoplankton.net.depth,Phytoplankton.filtered,WCS.Bul.TN,WCS.Bul.Nitrite,WCS.Bul.Nitrate,WCS.Bul.TKN,WCS.Bul.TP,WCS.Bul.TSS,WCS.Bul.VSS,WCS.DOC,WCS.TOC,WCS.DIN.Nitrite,WCS.DIN.Nitrate,WCS.DIN.Ammonia,WCS.DIN.DRP,WCS.Arsenic,WCS.Cadmium,WCS.Chromium,WCS.Copper,WCS.Lead,WCS.Mercury,WCS.Nickel,WCS.Zinc,WCS.Chla,BS.Bul.TN,BS.Bul.Nitrite,BS.Bul.Nitrate,BS.Bul.TKN,BS.Bul.TP,BS.Bul.TSS,BS.Bul.VSS,BS.DOC,BS.TOC,BS.DIN.Nitrite,BS.DIN.Nitrate,BS.DIN.Ammonia,BS.DIN.DRP,BS.Arsenic,BS.Cadmium,BS.Chromium,BS.Copper,BS.Lead,BS.Mercury,BS.Nickel,BS.Zinc,Data.Quality,TLI3,TL-P,TL-N,TL-Chl-a,Median-TP,Median-TN,Median-Chl-a,Chla-95,Bloom,Shallow/Deep,Monitored.Month.TN,Monitored.Month.TP,Monitored.Month.Chla,Days.Different,PW.DRP.concentration.DL,PW.TP,Ex.P.PW,PF.NH4Cl.P,PF.BD.P,PF.NaOH.rP,PF.Org.P,PF.HCl.P,PF.Res.P,PF.Total.P,PF.NH4Cl.P%,PF.BD.P%,PF.NaOH.rP%,PF.Org.P%,PF.HCl.P%,PF.Res.P%,Pot.Mob.P.SL,Pot.Mob.AL,Pot.Mob.AL.Org.P,EPC,AR.P.DW,AR.N.DW,AR.P,AR.N,Sys.for.Densities,Tot.BD.sedm.PW.g.cm3,Tot.BD.sedm.PW.kg.m3,DryBD.DW.g.cm3,DryBD.DW.,PW.density.g.cm3,PW.density.,AM.sedm.PW.g.cm2,AM.sedm.PW.kg.m2,AM.DW.g.cm2,AM.DW.kg.m2,AM.PW.g.cm2,AM.PW.kg.m2,Tot.PW,BulS.Ash,BulS.OM,BulS.Carbonates,BulS.TOC,BulS.TN,BulS.Iron,BulS.Manganese,BulS.Aluminium,BulS.Calcium,BulS.Lead,BulS.Copper,BulS.Cadmium,BulS.Zinc,BulS.Phosphorus,BulS.Sulfur,GS..63,GS.63.2mm,GS..2mm,TRR.Mn.Fe,TRR.TOC.TP,TRR.Al.Fe,TRR.AL.P,TRR.Fe.P,TN:TP,RSE.NaOH.Al.BD.Fe,RSE.NaOH.rP.BD.P,RSE.BD.Fe.TOC,RSE.TOC.Res.P,SI.d15N,SI.d13C,SI.C:N,BD.Fe.molar,NaOH.Al,Sieve0.05,Sieve0.06,Sieve0.12,Sieve0.24,Sieve0.49,Sieve0.98,Sieve2,Sieve3.9,Sieve7.8,Sieve15.6,Sieve31,Sieve37,Sieve44,Sieve53,Sieve63,Sieve74,Sieve88,Sieve105,Sieve125,Sieve149,Sieve177,Sieve210,Sieve250,Sieve300,Sieve350,Sieve420,Sieve500,Sieve590,Sieve710,Sieve840,Sieve1000,Sieve1190,Sieve1410,Sieve1680,Sieve2000,Sieve2380,Sieve2830,Sieve3360,Dx (10),Dx (50),Dx (90)
Skeleton Lake,53315,Southland,15/02/2021,February,,-45.45265855,168.9253506,2191304,5520669,G,G,17.11,6.3,360737,1477.13,0.979,0.979,225,11.318,813,14.36,0.9953,0,0,0.18,172.8599,0,0,0,0,8.96,2203.01,450,4.72,0,0,4,0,3,17.77,2.72,115845.6,118.5428551,5.735646725,1110727.94,442.475728,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.875600309,1.944626484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.17977321,0,0,,,,,1477.13,,,,,0.18,<0.001,<0.002,0.18,0.012,14,<3,2,2.1,<0.001,0.222,0.009,<0.002,<0.0005,0.000025,<0.0002,0.00072,0.000088,<0.00008,<0.0002,0.035,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake South Mavora,53338,Southland,20/02/2019,February,,-45.304893,168.175288,2131718,5533862,E,G,35.04,162.8,19018350,599.76,0.638,0.158,310,12.844,1784,71.748,0.9907,0,0,1631.29,0,191.6667,0,0,0,12.95,2213.29,2950,3.29,6.03,0,3.56,0,3.3,22.3,5.45,66678.37,14.35391277,3.240795851,483610067,436.334384,1.04147446,3.91277313,24.7491303,5.926654652,0.069035952,0,0.034352601,0,0,3.054550633,0,0.103557883,0,0,0,26.02466261,0.193624151,0,0,6.991952068,0.07845398,13.05238298,0.009290591,0.142329762,0,0,0,0.064223524,0.022392279,0,0,3.346389984,0,40.88614635,0,0,45,42,9.7,12.1,599.8,40,,40,,<0.1,<0.001,<0.002,<0.1,<0.005,<3,<3,2.9,2,<0.001,<0.002,<0.005,<0.002,<0.0005,0.00001,0.0003,0.0005,<0.00005,<0.0001,0.001,0.0018,<0.0006,<0.1,<0.001,0.0085,<0.1,0.016,<3,<3,2,1.7,<0.001,0.0095,<0.005,<0.002,<0.0005,<0.00001,0.0004,0.0005,<0.00005,<0.0001,0.0011,0.0019,,,,,,,,,,,,,,,, ,,,1.201,528.7,643.2,635.9,57.85,230,2096,0,25.2,30.7,30.3,2.76,11,1808,1165,529, , , , , ,P,2.111,2111,0.344,343.5,1.767,1767,42214,42.2,6871,6.871,35344,35.3,83.7,88.7,11.3,1.9,3.4,0.45,60400,5810,28200,8340,21.6,39.3,0.11,87.5,1150,850, , , ,0.0978,76.2,0.97,28.15,29.13,3.91,0.4,1.22,0.114,381.2,,,,0.323,0.128239389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Ned,53392,Southland,14/02/2019,February,,-45.2873,168.4328,2151827,5536815,F,G,20.15,11.7,784467,844.86,0.822,0.822,12,0.109,426,8.503,0.9938,0,0,114.98,0,0,0,0,0,12.14,2091.97,676,4.06,0,0,3.63,0,3.14,25.15,4.39,77836.65,12.3491574,4.481069565,23186221.1,443.180532,1.06373251,3.80680203,10.0513887,5.836065794,0,0,0,0,0,0,0,5.444302924,0,0,0,12.3142175,0.331433032,0,0,0,0,0,0.454288175,0,0,0,0,0,0,0,0,8.325275941,0,67.29441663,0,0,15,10.5,2.23,,845,6.5,,6.5,,<0.1,<0.001,0.04,<0.1,<0.005,7,<3,1.6,1.9,<0.001,0.041,<0.005,<0.002,<0.0005,<0.00001,<0.0002,0.0006,<0.00005,<0.0001,<0.0002,0.0021,<0.0006,<0.1,<0.001,0.049,<0.1,<0.005,<3,<3,1.9,1.7,<0.001,0.048,<0.005,<0.002,<0.0005,<0.00001,<0.0002,0.0005,0.00006,<0.0001,<0.0002,0.0018,,,,,,,,,,,,,,,,0.003,0.043,0.0711,0.064158692,17.34,249.7,305,317.1,124,1013,0.007,1.7,24.6,30.1,31.3,12.2,572,322,17, ,-0.21,-4.14,-2.6,-50.36,P,2.015,2015,0.608,608,1.407,1407,40307,40.3,12161,12.161,28147,28.1,39.7,91.2,8.8,2.2,3.2,0.24,43700,1460,27600,14000,26.2,33.9,0.13,100,886,448,68.41,31.59,0,0.034,93.1,1.31,35.76,27.36,2.71,1.35,14.41,0.051,665.5,,,,0.135,0.181416476,0,0,0,0,0,1.48,4.72,11.78,24.72,39.73,54.15,57.78,61.3,65.03,68.41,71.45,74.57,77.52,80.2,82.6,84.7,86.58,88.33,90.11,91.6,93.4,95.12,96.7,98.21,99.23,99.83,100,100,100,100,100,100,100,3.44,25.4,297
Acheron Lakes 1,53401,Southland,15/02/2019,February,,-45.171477,168.099481,2124945,5548157,G,G,14.84,15.1,745061,1215.02,0.964,0.964,72,2.649,239,3.074,0.9953,0,0,0.97,0,0,0,0,0,9.33,2013.41,828,4.51,27.63,0,4,0,3.76,18.88,4.16,54614.81,39.86406864,5.102891207,6821862.91,425.617949,1,4.76136351,30.2849255,2.634389998,0,0,0,0,0,0,0,0,0,0,0,37.03227289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.33333712,0,0,30.1,,7,6.3,1215,25,,25,,<0.1,<0.001,<0.002,<0.1,<0.005,<3,<3,1.3,1.3,<0.001,<0.002,<0.005,<0.002,<0.0005,<0.00001,0.001,0.0003,<0.00005,<0.0001,0.0012,0.0017,<0.0006,<0.1,<0.001,<0.002,<0.1,0.006,<3,<3,1.3,1.5,<0.001,<0.002,<0.005,<0.002,<0.0005,<0.00001,0.0009,0.0003,<0.00005,<0.0001,0.0012,0.0012,,,,,,,,,,,,,,,, ,,,7.397,1690,190.6,464.6,78,270,2693,0,62.8,7.1,17.3,2.9,10,2345,2155,1690, , , , , ,P,1.989,1989,0.187,187.2,1.802,1802,39790,39.8,3744,3.744,36046,36,90.6,80.7,19.3,2.1,7.3,1.3,27900,483,16600,6140,6.08,37.2,0.093,43.8,1970,2100, , , ,0.0176,95.6,1.23,9.67,7.86,6.6,0.21,0.11,0.027,697.2,,,,0.162,0.033927702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acheron Lakes 2,53402,Southland,15/02/2019,February,,-45.161854,168.094904,2124522,5549203,G,G,12.66,25.2,1062840,1215.59,0.983,0.983,15,0.188,68,0.427,0.9953,0,0,0.08,5.4925,0,0,0,0,9.36,2082.67,765,4.44,29.9,0,4,0,3.85,18.21,4.15,53927.6,110.3828828,5.001696825,3514462.98,425.636816,1,4.85875702,22.639822,5.259488961,0,0,0,0,0,0,0,0,0,0,0,29.46360314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2769079,0,0,54,50,11,7.5,1215,45,,45,,<0.1,<0.001,<0.002,<0.1,<0.005,5,3.67,2.1,2.3,<0.001,0.0048,<0.005,<0.002,<0.0005,<0.00001,0.0005,0.0004,<0.00005,<0.0001,0.0029,0.0012,<0.00072,0.13,<0.001,0.0083,0.12,0.006,4,3.67,1.6,1.7,<0.001,0.011,<0.005,<0.002,<0.0005,<0.00001,0.0006,<0.0002,<0.00005,<0.0001,0.0029,<0.001,,,,,,,,,,,,,,,,0.015,0.169,0.6545,0.5079,1630,2425,274.3,95.8,158,4584,0.014,35.6,52.9,6,2.09,3.4,4330,1905,1631, ,8.22,-6.52,33.33,-26.44,P,2.184,2184,0.203,202.8,1.981,1981,43676,43.7,4056,4.056,39620,39.6,69.8,83,17,3.5,6.2,0.66,95200,5380,15100,6050,8.3,35.7,0.12,57.7,3620,2050,43.23,56.77,0,0.0574,44.2,0.33,4.79,14.59,1.82,0.04,1.49,0.208,1011.9,,,,1.074,0.038115118,0,0,0,0,0,0.28,1.11,2.53,6.68,15.89,28.07,31.58,35.19,39.27,43.23,47,51.07,55.16,59.12,63.02,66.82,70.64,74.65,78.94,82.6,86.8,90.55,93.69,96.48,98.32,99.47,99.94,100,100,100,100,100,100,10.5,84.1,487
Lake Dispute,53545,Otago,26/06/2020,June,,-45.04641688,168.5479205,2159448,5564172,E,G,18.13,28.2,1702170,467.74,0.496,0.123,221,46.699,2425,91.348,0.5137,0,0,1.28,0,210,0,0,0,14.37,2039.71,1575,3.73,0.41,0,3.62,0,3,25.1,7.93,63175.07,272.4330776,3.744382858,2280530.18,465.954976,2,3.81424928,NA,0,0,0,0,0,0,0,0,50.52309415,0,0,0,0,0,0,0,0.002048127,0,41.34250422,7.571116151,0,0,0,0,0,0,0,0,0,0,0.561237352,0,0,8.6,,6,0,471,7,,7,,0.14,<0.001,0.0042,0.14,0.01,4,<3,2.2,2.1,<0.001,0.0066,0.006,<0.002,0.00052,<0.00002,<0.0002,0.00039,<0.00005,<0.00008,<0.0002,0.005,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Isobel,53547,Otago,13/02/2021,February,,-45.021683,168.489983,2154761,5566548,G,G,27.64,5.6,516261,1594.33,0.986,0.986,53,1.095,631,13.173,0.9953,0,0,0.04,0,0,0,0,0,8.27,2168.37,400,5.46,0,0,4,0,3,22.76,2.6,58118.94,571.1740215,6.284716845,329908.672,457.655738,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,41.11337231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.88662769,0,0,13.1,,9,,1594.33,,100,,100,<0.1,<0.001,<0.002,<0.1,0.0065,<3,<3,1.2,0.8,0.0016,0.0172,0.005,0.004,<0.0005,<0.00002,<0.0002,0.00061,0.000087,<0.00008,<0.0002,0.0025,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kirkpatrick,53548,Otago,25/06/2020,June,,-45.026767,168.573617,2161298,5566297,F,R,17.11,3.2,181049,572.21,0.283,0.212,199,5.978,2868,94.36,0.3077,0,9.16,11.56,0,0,17,0,0,14.1,2177.23,360,3.99,0,0,3.43,0,3,26.21,7.56,63608.83,56.1629399,4.073933363,1176629.76,466.86036,2,3.71689487,10.1190481,0,0.441478168,0,0,0,0,0,0.644214186,25.32771626,0,8.019067128,0,0,0,0,10.34119393,0.919186387,0,54.30714395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,,4.2,4.2,479,,80,,80,0.68,0.0016,0.343,0.34,0.016,<3,<3,0.66,0.66,0.0017,0.386,0.07,<0.002,0.001,<0.00002,0.00045,0.00038,<0.00005,<0.00008,<0.0002,0.052,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Moke,53549,Otago,25/06/2020,June,,-45.00130984,168.565181,2160624,5568939,F,G,24.98,81.2,6763165,525.85,0.524,0.261,35,0.77,735,13.957,0.5658,0,15.98,9.59,0,315,17,0,0,14.27,2186.49,1364,3.86,2.02,0,3.52,0,2.96,23.81,7.24,61283.47,252.7384375,3.85764432,9767233.54,466.863811,1.97461045,3.73514128,19.0742302,0,0.625182061,0,0,0,0,0,1.255822371,9.550579293,0,1.381189726,0,1.81262694,0,0,16.91807743,5.747989784,0,32.66887103,0,2.259163394,0,0,0,0,0,0,0,0.460337205,0,27.32016076,0,0,44.2,,7.55,,538,,20,,20,0.33,0.0012,0.0604,0.27,0.007,3,<3,0.99,1.2,<0.001,0.108,0.03,<0.002,0.0016,<0.00002,<0.0002,0.00092,0.00011,<0.00008,0.00033,0.013,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , ,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake 53683,53683,Otago,12/02/2021,February,,-45.17985,168.831267,2182410,5550357,G,G,27.64,4.8,441754,1734.17,0.987,0.987,66,1.855,734,13.956,0.9953,0,0,0.03,0,0,0,0,0,8.03,2188.83,390,5.73,0,0,4,0,3,24.02,1.76,90064.24,431.2520483,6.547929287,373888.32,455.038462,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.58308486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.41691514,0,0,30.2,,11.2,,1734.17,,100,,100,0.18,<0.001,0.0025,0.18,0.0095,<3,<3,0.83,0.96,<0.001,0.0054,<0.005,<0.002,0.00061,0.000028,<0.0002,0.00091,0.00009,<0.00008,<0.0002,0.0041,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake 53717,53717,Otago,11/02/2021,February,,-45.0777758,168.8220244,2181155,5561501,G,G,27.41,5.1,470511,1694.63,0.986,0.986,73,1.89,836,14.429,0.9953,0,0,0.03,0,0,0,0,0,8.37,2158.06,561,6.22,0,0,4,0,3,15.68,1.91,83047.55,577.8592283,6.90912509,297194.592,461.91195,2,4,57.5809174,0,0,0,0,0,0,0,0,0,0,0,0,37.63668687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36331313,0,0,13.6,,13.6,,415,,100,,100,<0.1,<0.001,0.0048,<0.1,<0.005,<3,<3,<0.5,4.8,<0.001,0.0058,<0.005,<0.002,0.00078,<0.00002,<0.0002,0.00036,<0.00005,<0.00008,<0.0002,0.0017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Alta,53730,Otago,11/02/2021,February,,-45.0637174,168.8102439,2180179,5563203,G,G,25.95,12.8,1110434,1799.69,0.989,0.989,36,0.787,416,8.06,0.9953,0,0,0.01,2510.2262,0,0,0,0,7.78,2246.31,510,6.51,0,0,4,0,3,25.52,1.33,81344.52,2595.99873,7.323586941,156128.176,464.254237,2,4,12.5553923,0,0,0,0,0,0,0,0,0,0,0,0,53.1144669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8855331,0,0,36,35,15,10,1822,15,,15,,<0.1,<0.001,<0.002,<0.1,<0.005,<3,<3,<0.5,<0.005,<0.001,0.0367,<0.005,<0.002,0.0018,<0.00002,<0.0002,0.00021,<0.00005,<0.00008,<0.0002,0.0012,<0.0006,<0.1,<0.001,<0.002,<0.1,0.006,<3,<3,<0.5,<0.005,<0.001,0.0129,<0.005,<0.002,0.0017,<0.00002,<0.0002,0.00024,<0.00005,<0.00008,<0.0002,0.0022,,,,,,,,,,,,,,,,0.031,1.1,,,,,,,,,,,,,,,,,,,,,,,P,2.982,2982,0.363,363.1,2.619,2619,59640,59.6,7262,7.262,52378,52.4,87.8,82.8,17.2,4.3,6.1,0.66,19600,288,15100,2890,19,35.1,0.045,50.3,1800,1100,70.8,29.2,0,0.0149,87.4,1.59,9.63,6.04,3.67,0.55,2.93,0.029,1573.1,,,,0.146,0.080881832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake 53753,53753,Otago,12/02/2021,February,,-45.1847599,168.877445,2186002,5549970,G,G,16.32,1.7,93238,1812.79,0.985,0.985,76,1.994,903,15.688,0.9953,0,0,0.05,0,0,0,0,0,7.7,2251.54,280,5.95,0,0,4,0,3,20.3,1.31,93292.19,172.8901755,6.823787451,196840.256,453,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,16.42985172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57014828,0,0,5.5,,5.1,,1824,,100,,100,<0.1,<0.001,<0.002,<0.1,0.0085,<3,<3,0.59,0.53,0.0014,0.0047,<0.005,<0.002,0.0021,<0.00002,<0.0002,0.00043,<0.00005,<0.00008,<0.0002,0.0024,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Mackenzie,54025,Southland,14/02/2021,February,,-44.76490527,168.1753717,2128242,5593794,G,G,28.45,22.7,2153481,887.81,0.91,0.91,37,4.601,244,3.083,0.9951,0,0,14.43,0,0,0,0,0,10.59,1983.77,1100,4.45,32.41,0,4,0,3.09,30.99,4.83,21348.23,35.10921017,5.10637331,22387867.7,447.35009,1,4.0919323,NA,9.346415036,0,0,0,0,0,0,0,0,0,0,0,14.4370868,0,0,0,15.88582691,0,0.551537122,0,0,0,0,0,0,0,0,0,14.40949333,0,45.3696408,0,0,,,,,887.81,,,,,<0.1,<0.001,<0.002,<0.1,0.0095,<3,<3,0.63,<0.5,<0.001,0.0133,<0.005,<0.002,0.00093,<0.00002,<0.0002,0.00035,<0.00005,<0.00008,<0.0002,0.0031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dukes Tarn,54038,Otago,10/02/2021,February,,-44.9638937,168.4928829,2154561,5572919,F,G,16.83,1,57607,836.14,0.982,0.982,92,4.102,1206,34.72,0.9953,0,0,0.1,607.882,0,0,0,0,12.5,2085.98,250,4.33,0,0,3.04,0,3,22.27,6.38,54457.48,118.4181353,4.578050137,177562.192,464.708333,2,3.52173924,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.743060633,0,0,0,0,0,0,0,0,0,0,0,0,0,97.25693937,0,0,3,2.5,2.5,,843,,50,,50,0.18,<0.001,<0.002,0.18,0.023,<3,<3,1.6,1.8,<0.001,0.471,0.09,0.005,0.00062,<0.00002,<0.0002,0.00027,<0.00005,<0.00008,0.0003,0.007,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Luna,54039,Otago,10/02/2021,February,,-44.9511879,168.4908059,2154384,5574321,E,G,17.11,35.8,2040305,808.37,0.975,0.975,134,5.347,1216,34.782,0.9953,0,0,0.29,1013.1881,0,0,0,0,12.51,2163.41,1950,4.28,0,0,3.29,0,3,21.61,5.93,53183.6,216.0547663,4.499279976,3446863.36,464.277533,2,3.64928913,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.769142751,0,0,0,3.451181513,0,0,0,0,0,0,0,0,0,0,0,0,0,95.77967574,0,0,36,,8.3,15,822,15,,15,,<0.1,<0.001,0.0053,<0.1,0.013,<3,<3,1.3,0.98,<0.001,0.0124,<0.005,<0.002,0.0009,<0.00002,<0.0002,0.00046,<0.00005,<0.00008,0.00023,0.0045,0.0022,0.17,<0.001,<0.002,0.17,0.015,<3,<3,0.78,<0.5,<0.001,0.0823,<0.005,<0.002,0.0011,<0.00002,0.00024,0.00078,0.000062,<0.00008,<0.0002,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Harris,54088,Otago,14/02/2021,February,,-44.724967,168.176517,2128066,5598013,G,G,27.51,22.3,2042539,1224.81,0.956,0.956,26,0.345,406,7.105,0.9953,0,0,1.76,63.099,0,0,0,0,8.84,2129.06,900,4.59,1.59,0,4,0,3,23.36,3.62,19907.46,27.02868866,5.295114517,27582790,447.2487,1,4,,48.49003779,0,0,0,0,0,0,0,0,0,0,0,23.87532915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043664988,0,27.59096808,0,0,65,,8.3,9,1224.81,15,,15,,<0.1,<0.001,<0.002,<0.1,0.0075,<3,<3,1,0.7,0.001,1.77,0.009,<0.002,<0.0005,<0.00002,<0.0002,0.00055,0.00011,<0.00008,<0.0002,0.0092,0.0015,<0.1,<0.001,<0.002,<0.1,<0.005,<3,<3,<0.5,<0.5,0.0014,0.0765,<0.005,<0.002,<0.0005,<0.00002,<0.0002,0.00031,0.000057,<0.00008,<0.0002,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Diamond,54132,Otago,09/02/2021,February,,-44.7380963,168.3750329,2143858,5597496,E,R,60.71,176.7,35754964,313.93,0.885,0.22,34,0.658,623,13.101,0.9856,0,8.8,23.42,0,107.3333,0,0,0,14.14,2260.78,2394,3.38,31.51,6.36,3.5,0,2.8,25.5,5.93,34819.77,227.5176936,3.271418929,57360650.2,460.991169,1.86808372,3.5536437,14.561163,0,0,0,0.034881478,0,0,0,0.110458572,2.087566582,0,0,0,11.30257111,0.61418775,0,9.235698292,31.54185401,0.112371427,1.414642925,1.566678808,0.221115315,0,0,0,6.577951386,0,0,0,2.247934049,0,32.9320883,0,0,25,23.2,4.5,15,417,15,,15,,0.13,<0.001,0.0067,0.12,0.012,<3,<3,0.91,0.55,0.0022,0.0093,<0.005,<0.002,0.0012,0.000022,<0.0002,0.00062,<0.00005,<0.00008,0.00023,0.01,0.0007,<0.1,<0.001,0.0028,<0.1,0.011,3,<3,<0.5,<0.5,0.0037,0.0061,<0.005,<0.002,0.0012,<0.00002,<0.0002,0.0004,<0.00005,<0.00008,<0.0002,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
